sentence,fuel,machine,others,part,price,service
"Tiang nganggen honda brio satya e sane anyar sami, bro, nyaman pisan lan becik, napi malih mereknyane H, matiosan sareng suzuki ignis lan daihatsu sirion.",neutral,neutral,negative,neutral,neutral,neutral
"Ngiring becikang AHAS, santukan rikala tiang jagi service motor lan ganti oli, nenten wenten montir.",neutral,neutral,neutral,neutral,neutral,negative
"Penilaian tiange, Avanza punika mobil sane sampun nampek sempurna.",neutral,neutral,positive,neutral,neutral,neutral
Tiang sayan percaya nganggen Honda Brio pinaka mobil sedina-dina santukan seneng nyetir.,neutral,neutral,positive,neutral,neutral,neutral
"Batisnyane nyaman, kabin lan bagasi taler jimbar pisan, interior lan fiturnyane taler cukup becik ring kelasnyane. Dasarne, tiang seneng nganggen HRV .",neutral,neutral,neutral,positive,neutral,neutral
"Beli Wuling Confero S lan polih jasa 2,5 warsa tanpa mayah.",neutral,neutral,neutral,neutral,neutral,positive
Mini masih ngelah daya ane kirang tekening Daihatsu Ayla Turbo .,neutral,positive,neutral,neutral,neutral,neutral
Warna Avanza sane anyar puniki ngawinang mobil punika kacingak sayan modern.,neutral,neutral,neutral,positive,neutral,neutral
"Kaanggen Xenia 2008 sampun 2 bulan bolak-balik antara Jakarta lan Bandung, mesine nenten naenin wenten pikobet.",neutral,positive,neutral,neutral,neutral,neutral
"Makasami soroh PCX 2018 puniki keren, napi malih PCX ABS. Modelne sujatine keren, mesine becik tur canggih tur ia hemat bahan bakar.",positive,positive,positive,positive,neutral,neutral
"Kebetulan tiang masih nganggen HRV, nanging pengalaman tiang di bengkel resmi ento paling tusing enak. tur biaya layanannyane rada mael.",neutral,neutral,neutral,neutral,neutral,negative
"Tiang tusing nyangka SUV 1800 cc ento ngelah ekonomi bahan bakar 1 di 12 di kota, ekonomis pesan.",positive,neutral,neutral,neutral,neutral,neutral
Mobil Daihatsu City Puniki Ternyata Harganyane Nenten Kaliwat Maal .,neutral,neutral,neutral,neutral,positive,neutral
Mitsubishi_ID Bengkel Matraman tusing ngelayanin mobil tiange becik.,neutral,neutral,neutral,neutral,neutral,negative
Xpander awakne masih kaleng. Sapa ane ngorahang tuah Rush ane dadi kaleng?,neutral,neutral,neutral,negative,neutral,neutral
Honda brio rs CVt sane becik pisan bro. Wantah hargane sane agak maal,neutral,neutral,positive,neutral,negative,neutral
Avanza punika madue kekuatan sane yukti-yukti ageng anggen ngambil ring margi sane tajem .,neutral,positive,neutral,neutral,neutral,neutral
Manuver Brio punika lincah pisan yening saihang sareng Calya .,neutral,negative,neutral,neutral,neutral,neutral
Layanan purna jual antuk Toyota Rush taler kantun becik.,neutral,neutral,neutral,neutral,positive,neutral
"Bengkel @Honda punika sampun sinah dados hemat pasuecan ring Pamulang, layanannyane lacur",neutral,neutral,neutral,neutral,neutral,negative
"Tiang numbas Avanza 2011, antuk hargane ergonomis pisan antuk keluarga lan konsumsi bahan bakarnyane ekonomis.",positive,neutral,neutral,neutral,positive,neutral
"Suspensinyane agak keras, lan taler nenten wenten stir teleskopik, dumogi wenten perubahan ring Terios benjang pungkur, suksma.",neutral,neutral,neutral,negative,neutral,neutral
Sane karasayang titiang inggih punika kinerja Avanza 1.5 puniki sayan lincah lan sayan ekonomis .,positive,positive,neutral,neutral,neutral,neutral
Harga Avanza sane murah tur ramah,neutral,neutral,neutral,neutral,positive,neutral
"Honda Vario tiange murah, perawatan rutin setata kapantau, yening wenten kekirangan, siki utawi sane lianan prasida kadeteksi gelis lan wenten malah akeh pusat layanan sane kasebar, ngawinang dangan antuk miara.",neutral,neutral,neutral,neutral,neutral,positive
"Sampun kutus sasih, wiakti sampun sue pisan",neutral,neutral,neutral,neutral,neutral,negative
Niki agak mael pisan antuk mobil kelas Brio,neutral,neutral,neutral,neutral,negative,neutral
Konsumsi bahan bakar Avanza sane cukup ekonomis,positive,neutral,neutral,neutral,neutral,neutral
"Xenia tiange, akhir 2006, ngelah VVTI lan suara mesine kasar yen stasioner. sakadi solar punika.",neutral,negative,neutral,neutral,neutral,neutral
"Saking samian merek mobil sane sampun naenin tiang anggen, Terios sane anyar puniki cukup boros.",negative,neutral,neutral,neutral,neutral,neutral
"Mini cooper, mobil sane gaya sane nampek ring kesempurnaan",neutral,neutral,positive,neutral,neutral,neutral
Duwe mesin VVTI ganda lan sistem penggerak roda belakang ngawinang Daihatsu Great New Xenia madue keuntungan ring efisiensi lan dangan perawatan.,positive,neutral,neutral,neutral,neutral,positive
Tiang sampun test drive lan ngrasayang tarikan sane cukup mantap ring mobil Wuling puniki.,neutral,positive,neutral,neutral,neutral,neutral
Mesin Wuling Confero puniki nenten wenten sane ribut .,neutral,negative,neutral,neutral,neutral,neutral
"Yening selehin saking pangargan Fortuner, sujatine tegeh pisan. nanging ring ungkur pangargan punika, kualitas sane kaicenin taler becik.",neutral,neutral,positive,neutral,negative,neutral
"Kebecikan tiange, tiang ngelah Xenia, nanging tiang ngeluarang makejang pipis tiange tuah anggon bensin",negative,neutral,neutral,neutral,neutral,neutral
Wah kayangne Wuling Formo ne kenken kaden kurang ngena gen dadi motor besi tiap-tiap je,neutral,neutral,negative,neutral,neutral,neutral
"Toyota Rush tiange, konsumsi bahan bakarnyane cukup hemat.",positive,neutral,neutral,neutral,neutral,neutral
"Hargane relatif murah antuk fitur lan desain sane cukup keren, Suzuki Baleno 2017",neutral,neutral,neutral,positive,positive,neutral
"Inggih, punika patut, sis, Mobilio wantah madue kelemahan asiki, mesine sujatine ribut yening kecepatannyane ring baduur 100 kph.",neutral,negative,neutral,neutral,neutral,neutral
"Hmm, layanan punika nenten kaaptiang, bengkel sane nenten resmi kantun becikan (@ Astra Internasional Daihatsu (Pondok Cabe))",neutral,neutral,neutral,neutral,neutral,negative
"Wah, ban Xenia Li tiange 2004 suba 5 tiban tusing ganti. kari tebel sami",neutral,neutral,neutral,positive,neutral,neutral
"Pauwahan sane alit-alit punika biasa, mawinan pangargan nenten nincap Yening pangargan nenten nincap, penjualan pacang minimal, napi malih nincap pangargan. Produsen Jepang sane pateh pelit...",neutral,neutral,neutral,neutral,negative,neutral
Tiang lebih seneng Honda krana ia butuh perawatan sane minimal lan suku cadangne ??awet lan murah.,neutral,neutral,neutral,positive,neutral,positive
"Livina di tongos tiange sujatine nglebur bensin yen suba ngetok, ento sujatine",negative,negative,neutral,neutral,neutral,neutral
Tiang milih xi+ krana ternyata efisiensi bahan bakarne tusing joh mabinayan.,positive,neutral,neutral,neutral,neutral,neutral
Wuling Formo 1.2 Standar sane ramah penumpang.,neutral,neutral,positive,neutral,neutral,neutral
"Manut tiang, tiang tusing ja demen pesan teken Xenia ane gagang jelananne kagenahang di tengah.",neutral,neutral,neutral,negative,neutral,neutral
"Rush ne jeroan ne akeh, makané dadi abot, tapi ten nyeng nyeng, stabil je.",neutral,positive,neutral,negative,neutral,neutral
"Ternyata Veloz sane kaproduksi olih Toyota punika becik kaanggen, nyaman, lan pesanan saking dealer nenten makelo pesan, suksma Toyota :D",neutral,neutral,positive,neutral,neutral,positive
"@Auto2000ID Ampura, napi mawinan sesampun kaservis ring dealer Toyota, mobilne mangkin meweh ka start? Tur sering padem padem .",neutral,neutral,neutral,neutral,neutral,negative
Mobil Xenia punika becik pisan tur hemat bahan bakar taler. Pemeliharaan mesine punika cukup murah.,positive,neutral,positive,neutral,neutral,positive
"Disubane meli Toyota Calya, tiang ngrasayang liu buin kaluwihanne.",neutral,neutral,positive,neutral,neutral,neutral
"Saking segi pangargan, punika kaliwat mael, yening kacingak saking pangargan suku cadang Mitsubishi Xpander sane tegeh sakadi langit.",neutral,neutral,neutral,neutral,negative,neutral
Sane pinih cocok antuk karir wanita inggih punika Calya ring segi desain santukan alit nanging tetep kacingak gaya.,neutral,neutral,neutral,positive,neutral,neutral
"Bengkel Toyota puniki ring Margonda taler becik. Makasami stafnyane ramah lan mapitulung, layanannyane gelis, lan semeton polih kopi gratis.",neutral,neutral,neutral,neutral,neutral,positive
"Sedurung Ramadhan 2014, tiang ngentosin aki ring bengkel Honda Jakarta Center, Jayakarta. Tusing ja awarsa, suba rendeng. Jelé",neutral,neutral,neutral,neutral,neutral,negative
Harga unit mobil GL sampun mael pisan,neutral,neutral,neutral,neutral,negative,neutral
"nganggen Rush TRD punika nyaman pisan saking kursi, batisne nyaman lan tiang nyetir antuk kecepatan sane meh-mehan 140 km/jam Ia tusing ngayunin lan masalah bahan bakarne sujatine ekonomis lan ACne dingin.",neutral,positive,neutral,positive,positive,neutral
Nganggen Altis v nenten ja boros,positive,neutral,neutral,neutral,neutral,neutral
"Napi malih antuk perjalanan sane doh, antuk ekonomi bahan bakar sane ekonomis pisan majeng ring titiang lan kinerja sane stabil, Avanza punika mobil impian titiang lan taler keluarga besar titiang.",positive,positive,neutral,neutral,neutral,neutral
"Ane tusing demenin tiang, yen tiang negak di ungkur, sirah tiange kena atap ane tegehne 183 cm. Negak di posisi nyetir, rambut tiange neked di langit-langit mobil dadi tusing nyaman.",neutral,neutral,neutral,negative,neutral,neutral
Tiang pribadi lebih seneng teken desain interior lan eksterior CX3.,neutral,neutral,neutral,positive,neutral,neutral
Fortuner punika becikan ring Pajero Sport .,neutral,neutral,negative,neutral,neutral,neutral
Sekadi mangkin tiang durung manggihin bengkel Mitsubishi resmi sane layanannyane 'becik'.,neutral,neutral,neutral,neutral,neutral,positive
"Toyota unggul ring Mitsubishi ring sajebag jagat, rumasuk ring Indonesia",neutral,neutral,negative,neutral,neutral,neutral
"Suspensi Toyota Innova puniki padat pisan, mesinnyane nenten naenin wenten pikobet santukan rutin kaservis.",neutral,positive,neutral,positive,neutral,neutral
"Tiang masih nganggon HRV lan suba 2 tiban, jujur ??tiang tusing demen teken mobil ene.",neutral,neutral,negative,neutral,neutral,neutral
Rush puniki cocok antuk makasami medan .,neutral,neutral,positive,neutral,neutral,neutral
"Xenia Li sampun madue kaca listrik, takometer, kemudi listrik",neutral,neutral,neutral,positive,neutral,neutral
"Khususnyane majeng ring Xenia, wenten pengalaman saking warsa 2008 sane kaanggen olih tim proyek. salami 2 sasih, Jakarta - Bandung nyabran 2 rahina lewat jalan tol. Tan wenten keluhan napi-napi.",neutral,neutral,positive,neutral,neutral,neutral
Altis G MT punika wantah wahana sane nyaman.,neutral,neutral,positive,neutral,neutral,neutral
Sejangkepnyane tiang seneng sareng Terios.,neutral,neutral,positive,neutral,neutral,neutral
"Pengalaman hrv 1,5 sane cvt. ten ngelah rasa puas gen",neutral,neutral,negative,neutral,neutral,neutral
Dumogi Toyota nglimbak mangda pelanggannyane nenten ninggalin asiki-asiki.,neutral,neutral,negative,neutral,neutral,neutral
Xpander punika sane pinih becik ring kelasnyane.,neutral,neutral,positive,neutral,neutral,neutral
Tiang sampun puas pisan madue Xpander punika.,neutral,neutral,positive,neutral,neutral,neutral
Xi 2005 punika mobil sane yukti-yukti becik pisan. kuat nganggen premium (1:11) sane pinih hemat,positive,neutral,positive,neutral,neutral,neutral
"Sejangkepnyane tiang seneng sareng Xenia. Desain sane murah, lucu, cocok sareng akeh barang,",neutral,neutral,positive,positive,positive,neutral
"Indayang Honda Autoland Kelapa Gading, sujatine malianan pisan. Layanan, kualitas ruang tunggu miwah sane lianan nenten ja sekadi punika.",neutral,neutral,neutral,neutral,neutral,negative
"Bapan tiange nawang karakter mesine, ia ngorahang karakter mesine Calya ento oke",neutral,positive,neutral,neutral,neutral,neutral
Calya puniki kakaryanin mangda prasida kaanggen olih samian kelompok umur .,neutral,neutral,neutral,positive,neutral,neutral
Jazz VTEC sane sampun sue punika malah lebih murah .,neutral,neutral,neutral,neutral,positive,neutral
Avanza prasida manuver mesinnyane antuk lincah .,neutral,positive,neutral,neutral,neutral,neutral
"Avanza punika lincah pisan yening mamargi yadiastun gayanyane sampun tua pisan, hehe",neutral,positive,neutral,negative,neutral,neutral
"Tiang polih harga wantah 118 yuta ring bulan Juli 2015. Wagon punika cukup murah, awet lan hemat bahan bakar.",positive,neutral,positive,neutral,positive,neutral
Tiang lakar milih livina grand ane anyar makejang. jelas sayan nyaman. sayan mewah. mobilne cocok banget buat anak muda.,neutral,neutral,positive,neutral,neutral,neutral
Rem Parkir Elektronik HRV puniki wiakti becik pisan.,neutral,neutral,neutral,positive,neutral,neutral
Puniki sane karasayang rikala nyetir Nissan GT-R R35 “Godzilla” antuk 537 hp lan torsi 612 Nm sane yukti-yukti gelis.,neutral,positive,neutral,neutral,neutral,neutral
"Brio punika mobil sane becik, hemat bahan bakar lan murah",positive,neutral,positive,neutral,positive,neutral
Honda Brio puniki mobil sane cukup keren sujatine .,neutral,neutral,positive,neutral,neutral,neutral
"Pikobet indik nomor pendaftaran punika wantah ngamerluang galah sane suwe pisan antuk muputang, tiang kecewa sareng Nissan .",neutral,neutral,neutral,neutral,neutral,negative
"Motor Beat puniki sane pinih nyaman antuk anak istri sakadi titiang, napi malih yening kabakta kija-kija, punika ekonomis pisan lan harganyane terjangkau yening saihang sareng motor Honda sane lianan.",neutral,neutral,positive,neutral,positive,neutral
"HRV prestise akhir tahun 2017 bagasi sane luas, hemat bahan bakar ngantos 1:12, kursi kulit, lampu LED sane nyaman kaanggen rikala wengi.",positive,neutral,neutral,positive,neutral,neutral
"antuk harga wantah 70 - 80 juta semeton prasida ngamolihang mobil sane nyaman pisan, wantah Altis sane prasida ngamargiang punika",neutral,neutral,positive,neutral,positive,neutral
Tiang demen pisan teken fitur Paddle shift HRV E 2018. Keto cara mobil balap yen nyetir di jalan tol ngajak suara mesine.,neutral,positive,neutral,positive,neutral,neutral
Xenia sane sampun tiang anggen ngawit warsa 2005 madue biaya perawatan sane rendah lan reliabilitas mesin sane tegeh.,neutral,positive,neutral,neutral,neutral,positive
"HRV punika nyaman, napi malih ritatkala nyetir rikala wengi santukan lampunyane galang (double LED) lan jelas hemat bahan bakar.",positive,neutral,positive,positive,neutral,neutral
Harga jual Nmax taler kompetitif .,neutral,neutral,neutral,neutral,positive,neutral
"Antuk Sigra, pamargin sayan nyaman, tur anggaran bensin prasida kaanggen ring kabutuhan sane tiosan.",positive,neutral,positive,neutral,neutral,neutral
"Ring sajeroning desain, interior lan fitur, Honda mampu ngelaksanayang punika becik.",neutral,neutral,neutral,positive,neutral,neutral
"Majalan ka bengkel ento lakar mecikang motor, tusing ja lakar ngrusak Dealer Honda Cidodol ene sujatine jelek kenken carane motor tiange sujatine rusak?",neutral,neutral,neutral,neutral,neutral,negative
Maal pisan antuk kulawarga sane ekonominyane biasa-biasa kemanten,neutral,neutral,neutral,neutral,negative,neutral
"Yening maosang indik ekonomi lan pemeliharaan, tiang tetep lebih seneng teken helm Supra X puniki.",positive,neutral,neutral,neutral,neutral,positive
Sigra puniki becik pisan anggen ngiring pemargi keluarga. Tiang bangga teken mobil puniki.,neutral,neutral,positive,neutral,neutral,neutral
"Mobil Daihatsu Xenia tiange hemat bahan bakar, cocok pisan antuk keluarga Indonesia sane madue 7 kursi ditambah mesin sane andel (1.300 cc) yadiastun sampun wenten ngawit warsa 2009.",positive,positive,neutral,positive,neutral,neutral
Puas dugas tiang pertama kali meli lan nganggon Toyota Calya niki ngantos mangkin,neutral,neutral,positive,neutral,neutral,neutral
"Pajero punika keren, tiang setuju, seneng",neutral,neutral,positive,neutral,neutral,neutral
Pajero punika becikan... sayan manly,neutral,neutral,positive,neutral,neutral,neutral
"Tiang nganggen motor Vario, nyaman pisan, remne efektif pisan, suaran mesin motore kari lancar, yadiastun sabilang bulan kaanggen ring jalan luar provinsi, kari nyaman.",neutral,positive,positive,positive,neutral,neutral
"Tergantung ring galah sane jagi kaanggen. Yen lakar ngalih 2-3 tiban, melah lunga ngalih Brio, bro, sawireh harga Honda tusing ja keto.",neutral,neutral,neutral,neutral,positive,neutral
"Nanging sajeroning tiang nyingakin, yening Xenia Avanza punika nabrak (tabrakan head-on), kabine tetep kacingak kukuh.",neutral,neutral,neutral,positive,neutral,neutral
"Rush lan Terios kacingak becik nanging kualitasne murah. Melahan meli Cortez, nyaman anggon ngaba tur murah.",neutral,neutral,positive,positive,positive,neutral
"Sane ngawinang tiang milih HRV inggih punika santukan tiang merluang mobil sane tegeh, jimbar ring kelasnyane, lan model sane ganteng.",neutral,neutral,neutral,positive,neutral,neutral
"Honda Jazz puniki penuh pisan antuk daya, awak sane padat, suspensi sane alus lan nyaman.",neutral,positive,neutral,positive,neutral,neutral
"Wastan Toyota lan Honda sampun legendaris ring Indonesia... yadiastun mael, anake meled numbas... kabaosang suku cadangnyane murah yadiastun kualitasnyane kaon... yening ketok akidik, awak lan dasbornyane langsung pacang bolong.",neutral,neutral,neutral,negative,neutral,neutral
Pemeliharaan Xenia sane rutin nenten maal.,neutral,neutral,neutral,neutral,neutral,positive
"Xenia puniki jelek pisan, tiang nyesel numbas",neutral,neutral,negative,neutral,neutral,neutral
"Jujur, Mobilio puniki madue daya sane lebih akeh tekening sane manual lan percepatannyane gelisan.",neutral,positive,neutral,neutral,neutral,neutral
"Beat Street madue wangun sane yukti-yukti keren, eye catching, lan kinerjanyane taler cukup becik antuk sepeda motor sane harganyane, mesinnyane sepi lan yukti-yukti mulus.",neutral,positive,neutral,positive,neutral,neutral
"Kondisi mesin Brio tiange prasida kabaos kari sempurna, kari prasida mamargi 28 km/liter lan yening kapercepat dados 120 kmh 140 kmh kari ringan.",neutral,positive,neutral,neutral,neutral,neutral
"Suspensi Pajero alus, suspensi Fortuner keras",neutral,neutral,neutral,negative,neutral,neutral
"Manut titiang, mobil Xpander puniki nyaman pisan lan keren pisan.",neutral,neutral,positive,neutral,neutral,neutral
"Toyota ngaturang makudang-kudang jasa sane jangkep pisan, samian wenten, punika paket sane jangkep",neutral,neutral,neutral,neutral,neutral,positive
Avanza sujatine mendukung profesi sane tiang laksanayang krana bagi tiang Avanza madue volume ruang sane ageng.,neutral,neutral,neutral,positive,neutral,neutral
Mobil Mitsubishi mangkin sampun madue layanan lan suku cadang gratis salami 5 warsa.,neutral,neutral,neutral,positive,neutral,positive
Rush 2018 G AT puniki cocok antuk sane anom lan sane sampun lingsir. tan wenten sane nyandingin ipun.,neutral,neutral,positive,neutral,neutral,neutral
Wantah Honda Beat sane sampun mabukti solid lan sakti.,neutral,neutral,positive,neutral,neutral,neutral
"Pangargan sane kaadol taler prasida masaing. Sane mangkin, Nmax inggih punika sepeda motor sane pinih nyaman kaanggen sedina-dina lan touring.",neutral,neutral,positive,neutral,positive,neutral
"Wah, niki keren pisan, tiang minab jatuh cinta sareng Wuling Cortez",neutral,neutral,positive,neutral,neutral,neutral
"Saking pengalaman tiange padidi nganggen Mitsubishi, lampune kaden kirang galang krana film jendela standar di arepne kaliwat peteng.",neutral,neutral,neutral,negative,neutral,neutral
"Tiang naenin madue Grand Livina XV saking warsa 2011, nganggen punika salami 5 warsa, lan jarak tempuhnyane kirang saking 50.000. Sumpah mobil puniki nyaman pisan.",neutral,neutral,positive,neutral,neutral,neutral
cukup puas sareng toyota rush puniki,neutral,neutral,positive,neutral,neutral,neutral
"Tiang masih baru meli jenis deluxe, konsumsi BBM ne cukup hemat, sis.",positive,neutral,neutral,neutral,neutral,neutral
Bengkel sane sah Yamaha ngadol suku cadang antuk harga sane joh lebih tegeh.,neutral,neutral,neutral,neutral,neutral,negative
Kawisesan Xeli taler nenten ngawinang kimud .,neutral,positive,neutral,neutral,neutral,neutral
Bengkel sane kaon. Mobilne suba 3 bulan tusing magae. Bengkel sane ngawinang kecewa (@ Honda Prima Bekasi),neutral,neutral,neutral,neutral,neutral,negative
"Xpander punika becik pisan, dangan pisan menek antuk 6 jadma sane wenten ring mobil.",neutral,neutral,positive,neutral,neutral,neutral
"Avanza sane anyar puniki madue rasio gigi sane lebih mulus. kabin sané jimbar, anggén baris 1 - 2.",neutral,neutral,neutral,positive,neutral,neutral
"Nmax punika jimbar. Wantah Honda sane lebih aman yening maosang indik servis,",neutral,neutral,neutral,positive,neutral,positive
Pajero masih nyaman sawireh Pajero lebih ngelah penggemarne tekening Fortuner .,neutral,neutral,negative,neutral,neutral,neutral
"4 warsa nganggen Altis, hemat bahan bakar pisan napi malih antuk luar kota",positive,neutral,neutral,neutral,neutral,neutral
Tiang sampun nganggen mobil Honda puniki sampun langkungan ring 4 warsa. mutlak sane ngresresin! Tusing ja ada ane ngranayang ia mobil rakyat jagate. Nenten naenin wenten pikobet napi-napi.,neutral,neutral,positive,neutral,neutral,neutral
"Tiang tuah ngelah Grand Livina setahun, tuah anggon ka Bali, dayane sujatine alon.",neutral,positive,neutral,neutral,neutral,neutral
"Nanging manut titiang Honda kantun kaliwat pelit antuk AC nyane,",neutral,neutral,neutral,negative,neutral,neutral
Versi anyar Toyota Avanza taler madue pedal gas sane enteng yening kainjak mawinan prasida ngamolihang tingkat kenyamanan sane sayan nyaman.,neutral,neutral,neutral,positive,neutral,neutral
"Wah, bengkel Toyota puniki madue layanan sane becik pisan. Yadiastun ngantosang jam-jam ring bengkel nenten ja pacang membosankan yening samian sampun kasediaang iriki :D",neutral,neutral,neutral,neutral,neutral,positive
Daya tarik Jazz punika joh lebih mulus tekening Brio .,neutral,negative,neutral,neutral,neutral,neutral
"Toyota Fortuner inggih punika kendaraan sane yukti-yukti nglintangin pangaptin. Sesampune nganggen punika makudang-kudang galah, konsumsi bahan bakar kendaraan puniki cukup becik lan andel.",positive,neutral,positive,neutral,neutral,neutral
Jazz punika becik. nanging hargane maal tur perawatanne edan.,neutral,neutral,positive,neutral,negative,negative
Tiang tusing nyangka Xpanderne lakar becik buka kene.,neutral,neutral,positive,neutral,neutral,neutral
"Fortuner cupit di ungkur, nanging Pajero linggah, kursine tusing saling ngenah",neutral,neutral,neutral,positive,neutral,neutral
"Mesin 3SZ - VE 1500 cc puniki lebih cocok antuk awak Avanza, kuat nanging efisien",neutral,positive,neutral,neutral,neutral,neutral
Tiang masih milih Mobilio tekening Avanza. . Avanza tusing ja nyaman pesan... pengalaman nyetirne lebih becik tekening Mobilio.,neutral,neutral,positive,neutral,neutral,neutral
"Tiang masih nganggen HRV, bro. Kesannyane luar biasa pisan lan nyaman pisan nyetir becik ring jero utawi ring jaba kota, HRV sane pinih becik",neutral,neutral,positive,neutral,neutral,neutral
"Napi mawinan tiang seneng teken mobil Avanza? Lianan teken nyaman, mesin mobil puniki masih karawat lan karawat becik. Dadosnyane yening iraga jagi medal ka dura kota utawi doh, mesine pacang tetep awet.",neutral,positive,positive,neutral,neutral,neutral
Toyota Rush punika irit,positive,neutral,neutral,neutral,neutral,neutral
Becikan yening harga Calya sampun stabil,neutral,neutral,neutral,neutral,positive,neutral
"Pinaka jiwa petualang, titiang pastika numbas Brio santukan lincah ritatkala mamargi.",neutral,positive,neutral,neutral,neutral,neutral
"Wuling Confero, mesin poros sane becik lan mantap, mesin sane andel ring kelasnyane,",neutral,positive,neutral,neutral,neutral,neutral
hondajazz_id Layanan bengkel Honda Pluit sane kaon,neutral,neutral,neutral,neutral,neutral,negative
"Grand Livina tuah menang ring pedalaman, mesine masih kalah.",neutral,negative,neutral,positive,neutral,neutral
"nanging Mazda punika kadang maal, harga purna jualnyane nenten akeh",neutral,neutral,neutral,neutral,negative,neutral
Layanan Purna Jual Toyota Keni Peringkat Paling Memuaskan,neutral,neutral,neutral,neutral,neutral,positive
Tiang sampun 4 warsa keni selis. kari awet. Baterai lan kontroler nenten naenin wenten pikobet.,neutral,neutral,positive,positive,neutral,neutral
Avanza punika wiakti boros bahan bakar .,negative,neutral,neutral,neutral,neutral,neutral
"Makeneh, Avanza ento mobil ane murah tur gampang kapiara, nanging ngudiang tusing ada perusahaan taksi ane nganggon mobilne ento? Becik pisan santukan prasida nampung 6 penumpang.",neutral,neutral,neutral,neutral,positive,positive
"Nenten samian bengkel AHASS HONDA ngicenin layanan sane becik, motor tiange kaservis irika nanging pateh sakadi nenten kaservis pisan! Sampun mael pisan! Kaon malih!",neutral,neutral,neutral,neutral,neutral,negative
Mobil Avanza sane patut inggih punika mobil sane irit .,positive,neutral,neutral,neutral,neutral,neutral
"Suksma Ida Sang Hyang Widhi Wasa, tiang nenten iwang milih kendaraan anggen bisnis tiange Lempas saking dayanyane sane cukup gelis, Vario 125 puniki kokoh antuk makta beban sane berat lan irit bahan bakar pisan.",positive,positive,positive,neutral,neutral,neutral
Fortuner puniki wantah mobil sane pinih gagah lan elegan ring kelasnyane .,neutral,neutral,positive,neutral,neutral,neutral
"Mobil LMPV sane pinih becik ring segi mesin lan penanganan...malu fitur-fiturnyane kirang pisan, durung wenten kunci pintar.",neutral,positive,neutral,negative,neutral,neutral
Pajero sane menang santukan hemat bahan bakar santukan solar lan lebih nyaman .,positive,neutral,positive,neutral,neutral,neutral
"Beat 2010 inggih punika varian Beat sane pinih becik ring kelasnyane antuk penampilan sane sportif lan aeorodinamika sane becik mawinan lincah pisan ring margi ritatkala ngedorong nglintangin macet, malih pilihan warna lan desainnyane cocok pisan majeng ring para yowana saking samian jenis kelamin.",neutral,positive,positive,positive,neutral,neutral
Mobilio punika sujatine sane pinih becik antuk MPV sane rendah .,neutral,neutral,positive,neutral,neutral,neutral
Tiang lebih seneng fortuner ketimbang pajero,neutral,neutral,negative,neutral,neutral,neutral
"Calya punika becik, asri, irit lan terjangkau",positive,neutral,neutral,positive,positive,neutral
Xeli cukup hemat bahan bakar 1:9 ring kota (nenten naenin kausir saking kota).,positive,neutral,neutral,neutral,neutral,neutral
Tiang milih Fortuner sawireh ringan ring jalan sane kaon.,neutral,neutral,positive,neutral,neutral,neutral
"Mobilio puniki wiakti becik secara keseluruhan, nanging pilihan warnanyane nenten menarik",neutral,neutral,positive,negative,neutral,neutral
Jazz puniki joh lebih praktis kaanggen yening saihang sareng Brio .,neutral,neutral,negative,neutral,neutral,neutral
Sang Xexi narik becik. Ngamargiang 120 ring Cipularang sampun oke.,neutral,positive,neutral,neutral,neutral,neutral
Arang pisan kapanggihin layanan purna jual sane becik sakadi Nissan,neutral,neutral,neutral,neutral,neutral,positive
"Sejangkepnyane, mobil Wuling Confero S 1,5 L Lux+ puniki pinih kaaptiang.",neutral,neutral,positive,neutral,neutral,neutral
Mesin diesel sane pinih kasub yadiastun ring desa-desa inggih punika Mitsubishi .,neutral,positive,neutral,neutral,neutral,neutral
Tiang kagum pisan sareng Avanza santukan hargane murah yening saihang sareng mobil ring kelasnyane (tiang numbas bekas).,neutral,neutral,neutral,neutral,positive,neutral
"Mobilio punika becik pisan, desain awakne taler becik pisan",neutral,neutral,positive,positive,neutral,neutral
"Pajero Sport mobil impian tiange, bro, keren pisan, ten wenten sane prasida ngalahin",neutral,neutral,positive,neutral,neutral,neutral
"Fortuner kacingak keren nanging dayane lemet, bos",neutral,negative,neutral,positive,neutral,neutral
Honda Beat punika sane ngawinang angob. Mesin punika keras. Nenten naenin rusak yadiastun apisan.,neutral,positive,positive,neutral,neutral,neutral
"Pilihan tiange nenten iwang, Terios puniki mobil sane sanget rekomendasi.",neutral,neutral,positive,neutral,neutral,neutral
Daihatsu Ayla puniki lebih murah lan lebih irit.,positive,neutral,neutral,neutral,positive,neutral
"Tiang sampun nganggen Honda Vario sampun 3 warsa, nyaman pisan kaanggen lan pastika hemat",positive,neutral,positive,neutral,neutral,neutral
"Sejangkepnyane, Vario punika becikan ring Mio.",neutral,neutral,negative,neutral,neutral,neutral
"Ternyata GPS built-in Xenia ento tusing ja ngae kecewa, anak cerik-cerike pada bagia. Cukup pinter, yadiastun tiang bobab indik rute, masih nyidaang ngitungang buin rute ane ambil tiang.",neutral,neutral,neutral,positive,neutral,neutral
Makasami mobil Honda punika madue genah penyimpanan sane akeh.,neutral,neutral,neutral,positive,neutral,neutral
"Ngantos mangkin, tingkat kenyamanan sang Calya nenten wenten sane nyandingin.",neutral,neutral,positive,neutral,neutral,neutral
